id,title,rank,start_date,studio,mean,popularity,num_list_users,num_scoring_users,genres
52991,Sousou no Frieren,1,2023-09-29,Madhouse,9.39,297,676807,340337,
5114,Fullmetal Alchemist: Brotherhood,2,2009-04-05,Bones,9.09,3,3332470,2112888,
9253,Steins;Gate,3,2011-04-06,White Fox,9.07,13,2554353,1394934,
28977,Gintama°,4,2015-04-08,Bandai Namco Pictures,9.06,341,628328,250250,
38524,Shingeki no Kyojin Season 3 Part 2,5,2019-04-29,Wit Studio,9.05,21,2264445,1579150,
39486,Gintama: The Final,6,2021-01-08,Bandai Namco Pictures,9.04,1537,149178,71488,
11061,Hunter x Hunter (2011),7,2011-10-02,Madhouse,9.04,9,2817623,1753002,
9969,Gintama',8,2011-04-04,Sunrise,9.03,394,554116,236659,
41467,Bleach: Sennen Kessen-hen,9,2022-10-11,Pierrot,9.02,412,534383,275781,
820,Ginga Eiyuu Densetsu,10,1988-01-08,K-Factory,9.02,745,320766,78879,
15417,Gintama': Enchousen,11,2012-10-04,Sunrise,9.02,738,324253,164855,
43608,Kaguya-sama wa Kokurasetai: Ultra Romantic,12,2022-04-09,A-1 Pictures,9.01,180,920729,518451,
42938,Fruits Basket: The Final,13,2021-04-06,TMS Entertainment,8.98,474,474421,234819,
34096,Gintama.,14,2017-01-09,Bandai Namco Pictures,8.98,759,313503,145488,
918,Gintama,15,2006-04-04,Sunrise,8.94,139,1062285,395289,
4181,Clannad: After Story,16,2008-10-03,Kyoto Animation,8.93,118,1190178,658411,
28851,Koe no Katachi,17,2016-09-17,Kyoto Animation,8.93,20,2318937,1606853,
54492,Kusuriya no Hitorigoto,18,2023-10-22,OLM,8.93,644,364244,159927,
35180,3-gatsu no Lion 2nd Season,19,2017-10-14,Shaft,8.92,567,400838,198959,
2904,Code Geass: Hangyaku no Lelouch R2,20,2008-04-06,Sunrise,8.91,46,1775475,1190985,
51535,Shingeki no Kyojin: The Final Season - Kanketsu-hen,21,2023-03-04,MAPPA,8.91,334,633523,363207,
55690,Boku no Kokoro no Yabai Yatsu Season 2,22,2024-01-07,Shin-Ei Animation,8.9,1464,158669,71592,
15335,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,23,2013-07-06,Sunrise,8.9,1001,240010,134911,
37491,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,24,2018-07-09,Bandai Namco Pictures,8.88,1210,197861,95296,
19,Monster,25,2004-04-07,Madhouse,8.88,133,1111469,414356,
35247,Owarimonogatari 2nd Season,26,2017-08-12,Shaft,8.87,574,397816,191678,
37987,Violet Evergarden Movie,27,2020-09-18,Kyoto Animation,8.87,357,605476,272769,
51009,Jujutsu Kaisen 2nd Season,28,2023-07-06,MAPPA,8.84,190,898462,455816,
32281,Kimi no Na wa.,29,2016-08-26,CoMix Wave Films,8.84,11,2731243,1895009,
40682,Kingdom 3rd Season,30,2020-04-06,Pierrot,8.82,2037,102386,40024,
49387,Vinland Saga Season 2,31,2023-01-10,MAPPA,8.81,362,597024,305706,
36838,Gintama.: Shirogane no Tamashii-hen,32,2018-01-08,Bandai Namco Pictures,8.81,1136,212087,103977,
47917,Bocchi the Rock!,33,2022-10-09,CloverWorks,8.79,389,558425,335519,
37510,Mob Psycho 100 II,34,2019-01-07,Bones,8.79,72,1522122,960883,
40028,Shingeki no Kyojin: The Final Season,35,2020-12-07,MAPPA,8.79,35,1987224,1319734,
45649,The First Slam Dunk,36,2022-12-03,Toei Animation,8.78,3478,40835,13885,
32935,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,37,2016-10-08,Production I.G,8.78,117,1197370,793870,
52198,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,38,2022-12-17,A-1 Pictures,8.78,933,258570,139557,
31758,Kizumonogatari III: Reiketsu-hen,39,2017-01-06,Shaft,8.78,486,460581,268170,
199,Sen to Chihiro no Kamikakushi,40,2001-07-20,Studio Ghibli,8.77,44,1847775,1294502,
263,Hajime no Ippo,41,2000-10-04,Madhouse,8.77,368,590151,290689,
48583,Shingeki no Kyojin: The Final Season Part 2,42,2022-01-10,MAPPA,8.76,103,1280658,740500,
47778,Kimetsu no Yaiba: Yuukaku-hen,43,2021-12-05,ufotable,8.76,88,1415228,897424,
53223,Kingdom 5th Season,44,2024-01-14,Pierrot,8.76,3956,31689,9302,
17074,Monogatari Series: Second Season,45,2013-07-07,Shaft,8.76,303,668187,356829,
1,Cowboy Bebop,46,1998-04-03,Sunrise,8.75,43,1859546,961529,
37521,Vinland Saga,47,2019-07-08,Wit Studio,8.75,77,1504595,865425,
50160,Kingdom 4th Season,48,2022-04-10,Pierrot,8.74,2726,63589,26759,
24701,Mushishi Zoku Shou 2nd Season,49,2014-10-19,Artland,8.73,908,265922,106271,
2921,Ashita no Joe 2,50,1980-10-13,Tokyo Movie Shinsha,8.73,3048,51886,20272,
33095,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,51,2017-01-07,Studio Deen,8.72,1272,187141,65117,
21,One Piece,52,1999-10-20,Toei Animation,8.72,19,2342637,1330306,
50172,Mob Psycho 100 III,53,2022-10-06,Bones,8.71,304,667362,320709,
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,54,1999-02-20,Studio Deen,8.7,876,276341,137809,
48569,86 Part 2,55,2021-10-03,A-1 Pictures,8.7,451,493484,278988,
1575,Code Geass: Hangyaku no Lelouch,56,2006-10-06,Sunrise,8.7,22,2243663,1396311,
53998,Bleach: Sennen Kessen-hen - Ketsubetsu-tan,57,2023-07-08,Pierrot,8.69,916,263512,135973,
245,Great Teacher Onizuka,58,1999-06-30,Pierrot,8.69,217,824896,405379,
21939,Mushishi Zoku Shou,59,2014-04-05,Artland,8.69,802,299558,118632,
44074,Shiguang Dailiren,60,2021-04-30,LAN Studio,8.68,648,361746,135963,
50399,Tian Guan Cifu Er,61,2023-10-18,Red Dog Culture House,8.68,3399,42545,12220,
33352,Violet Evergarden,62,2018-01-11,Kyoto Animation,8.68,47,1773843,970815,
52034,"""Oshi no Ko""",63,2023-04-12,Doga Kobo,8.67,245,773838,451380,
5258,Hajime no Ippo: New Challenger,64,2009-01-07,Madhouse,8.67,846,285618,166880,
45576,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,65,2021-10-04,Studio Bind,8.67,185,908641,567530,
46102,Odd Taxi,66,2021-04-06,OLM,8.67,529,429086,212793,
164,Mononoke Hime,67,1997-07-12,Studio Ghibli,8.66,105,1251355,808527,
457,Mushishi,68,2005-10-23,Artland,8.66,215,827733,277953,
33050,Fate/stay night Movie: Heaven's Feel - III. Spring Song,69,2020-08-15,ufotable,8.66,670,349713,187203,
431,Howl no Ugoku Shiro,70,2004-11-20,Studio Ghibli,8.66,98,1332383,921425,
54898,Bungou Stray Dogs 5th Season,71,2023-07-12,Bones,8.65,1348,175375,75712,
34599,Made in Abyss,72,2017-07-07,Kinema Citrus,8.65,93,1374066,745700,
41084,Made in Abyss: Retsujitsu no Ougonkyou,73,2022-07-06,Kinema Citrus,8.64,511,439334,197805,
11665,Natsume Yuujinchou Shi,74,2012-01-03,Brain's Base,8.64,989,244768,108475,
23273,Shigatsu wa Kimi no Uso,75,2014-10-10,A-1 Pictures,8.64,23,2204936,1345072,
40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,76,2020-04-11,A-1 Pictures,8.63,97,1336142,857794,
2001,Tengen Toppa Gurren Lagann,77,2007-04-01,Gainax,8.63,64,1606766,897843,
28891,Haikyuu!! Second Season,78,2015-10-04,Production I.G,8.63,87,1423485,939204,
1535,Death Note,79,2006-10-04,Madhouse,8.62,2,3886424,2735263,
34591,Natsume Yuujinchou Roku,80,2017-04-12,Shuka,8.62,1282,185621,67924,
22135,Ping Pong the Animation,81,2014-04-11,Tatsunoko Production,8.62,584,392628,183725,
35760,Shingeki no Kyojin Season 3,82,2018-07-23,Wit Studio,8.62,18,2356128,1604972,
40748,Jujutsu Kaisen,83,2020-10-03,MAPPA,8.61,14,2521389,1652363,
36862,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,84,2020-01-17,Kinema Citrus,8.61,487,460194,254309,
7311,Suzumiya Haruhi no Shoushitsu,85,2010-02-06,Kyoto Animation,8.6,353,608496,309972,
42310,Cyberpunk: Edgerunners,86,2022-09-13,Trigger,8.6,267,734669,499652,
19647,Hajime no Ippo: Rising,87,2013-10-06,Madhouse,8.6,931,259088,142811,
40456,Kimetsu no Yaiba Movie: Mugen Ressha-hen,88,2020-10-16,ufotable,8.59,71,1529600,1015801,
28957,Mushishi Zoku Shou: Suzu no Shizuku,89,2015-05-16,Artland,8.59,1730,128441,50976,
38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,90,2019-06-15,CloverWorks,8.59,283,708415,449029,
3786,Shin Evangelion Movie: ||,91,2021-03-08,Khara,8.59,625,373034,159305,
33,Kenpuu Denki Berserk,92,1997-10-08,OLM,8.58,314,656334,352480,
4565,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,93,2009-04-22,Gainax,8.58,1115,216230,101820,
37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,94,2018-10-06,David Production,8.57,152,1020079,682226,
53273,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,95,2022-12-01,David Production,8.57,1206,198503,130982,
31757,Kizumonogatari II: Nekketsu-hen,96,2016-08-19,Shaft,8.57,508,443684,268758,
32983,Natsume Yuujinchou Go,97,2016-10-05,Shuka,8.57,1281,185639,74916,
10379,Natsume Yuujinchou San,98,2011-07-05,Brain's Base,8.57,960,252046,117796,
12355,Ookami Kodomo no Ame to Yuki,99,2012-07-21,Studio Chizu,8.57,227,811672,458815,
28735,Shouwa Genroku Rakugo Shinjuu,100,2016-01-09,Studio Deen,8.56,834,290944,94124,
7785,Yojouhan Shinwa Taikei,101,2010-04-23,Madhouse,8.56,503,449363,144743,
39894,Hibike! Euphonium 3,102,2024-04-07,Kyoto Animation,8.56,3237,46113,2116,
11741,Fate/Zero 2nd Season,103,2012-04-08,ufotable,8.55,132,1114429,710050,
40776,Haikyuu!! To the Top Part 2,104,2020-10-03,Production I.G,8.55,228,809670,479559,
36098,Kimi no Suizou wo Tabetai,105,2018-09-01,Studio VOLN,8.55,161,961243,575294,
877,Nana,106,2006-04-05,Madhouse,8.55,307,664623,254164,
32,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",107,1997-07-19,Gainax,8.55,173,929041,620217,
40664,Shoujo☆Kageki Revue Starlight Movie,108,2021-06-04,Kinema Citrus,8.55,4934,19255,8108,
170,Slam Dunk,109,1993-10-16,Toei Animation,8.55,801,299889,135987,
16498,Shingeki no Kyojin,110,2013-04-07,Wit Studio,8.54,1,3930251,2786583,
50265,Spy x Family,111,2022-04-09,Wit Studio,8.54,70,1538966,944027,
5300,Zoku Natsume Yuujinchou,112,2009-01-06,Brain's Base,8.54,976,247664,125043,
40417,Fruits Basket 2nd Season,113,2020-04-07,TMS Entertainment,8.54,434,507972,260141,
437,Perfect Blue,114,1998-02-28,Madhouse,8.54,284,705655,378476,
21329,Mushishi: Hihamukage,115,2014-01-04,Artland,8.53,1624,139288,67175,
30484,Steins;Gate 0,116,2018-04-12,White Fox,8.53,198,868599,425319,
12365,Bakuman. 3rd Season,117,2012-10-06,J.C.Staff,8.53,720,329668,194053,
7472,Gintama Movie 1: Shinyaku Benizakura-hen,118,2010-04-24,Sunrise,8.52,1427,163921,94990,
35843,Gintama.: Porori-hen,119,2017-10-02,Bandai Namco Pictures,8.52,1185,201065,102151,
578,Hotaru no Haka,120,1988-04-16,Studio Ghibli,8.52,300,673684,401260,
4282,Kara no Kyoukai Movie 5: Mujun Rasen,121,2008-08-16,ufotable,8.52,1009,238343,131864,
801,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,122,2004-01-01,Production I.G,8.52,1065,226960,104003,
35839,Sora yori mo Tooi Basho,123,2018-01-02,Madhouse,8.52,442,501944,216459,
38474,Yuru Camp△ Season 2,124,2021-01-07,C-Station,8.52,1080,222446,95397,
25777,Shingeki no Kyojin Season 2,125,2017-04-01,Wit Studio,8.51,12,2708968,1859139,
44511,Chainsaw Man,126,2022-10-12,MAPPA,8.51,78,1497874,823144,
40834,Ousama Ranking,127,2021-10-15,Wit Studio,8.51,329,638618,337076,
35737,Pluto,128,2023-10-26,Studio M2,8.51,1527,149950,59642,
205,Samurai Champloo,129,2004-05-20,Manglobe,8.51,110,1236162,636064,
49458,Kono Subarashii Sekai ni Shukufuku wo! 3,130,2024-04-10,Drive,8.51,823,294622,6405,
30276,One Punch Man,131,2015-10-05,Madhouse,8.5,4,3205892,2227213,
49413,Shiguang Dailiren II,132,2023-07-14,LAN Studio,8.5,1987,106414,39523,
37779,Yakusoku no Neverland,133,2019-01-10,CloverWorks,8.5,38,1960113,1281675,
31933,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,134,2016-04-02,David Production,8.5,130,1118928,772757,
33049,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,135,2019-01-12,ufotable,8.49,596,387524,228017,
32182,Mob Psycho 100,136,2016-07-11,Bones,8.49,31,2063968,1268698,
47194,Summertime Render,137,2022-04-15,OLM,8.49,426,519539,214602,
12431,Uchuu Kyoudai,138,2012-04-01,A-1 Pictures,8.49,1228,193996,52618,
30654,Ansatsu Kyoushitsu 2nd Season,139,2016-01-08,Lerche,8.48,85,1428410,889618,
3297,Aria the Origination,140,2008-01-08,HAL Film Maker,8.48,1726,128833,31952,
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,141,2013-10-26,Shaft,8.48,615,378471,225466,
49722,Karakai Jouzu no Takagi-san Movie,142,2022-06-10,Shin-Ei Animation,8.47,2515,73084,31626,
38000,Kimetsu no Yaiba,143,2019-04-06,ufotable,8.47,6,3011235,2081170,
40434,Mo Dao Zu Shi: Wanjie Pian,144,2021-08-07,B.CMAY PICTURES,8.47,2378,79787,27350,
6114,Rainbow: Nisha Rokubou no Shichinin,145,2010-04-07,Madhouse,8.47,578,394997,156930,
53410,Yuru Camp△ Season 3,146,2024-04-04,8bit,8.47,2867,58084,3569,
36649,Banana Fish,147,2018-07-06,MAPPA,8.47,203,860102,370925,
44087,Gintama: The Semi-Final,148,2021-01-15,Bandai Namco Pictures,8.47,2431,76790,38740,
37379,Chihayafuru 3,149,2019-10-23,Madhouse,8.46,1608,140720,62590,
10165,Nichijou,150,2011-04-03,Kyoto Animation,8.46,191,893527,367391,
392,Yuu☆Yuu☆Hakusho,151,1992-10-10,Pierrot,8.46,291,687317,330024,
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,152,2013-04-20,White Fox,8.45,365,593092,355081,
50330,Bungou Stray Dogs 4th Season,153,2023-01-04,Bones,8.45,851,283698,106366,
40059,Golden Kamuy 3rd Season,154,2020-10-05,Geno Studio,8.45,1392,168564,82537,
48561,Jujutsu Kaisen 0 Movie,155,2021-12-24,MAPPA,8.45,171,932481,557015,
31181,Owarimonogatari,156,2015-10-04,Shaft,8.45,472,476861,234503,
53580,Tensei shitara Slime Datta Ken 3rd Season,157,2024-04-05,8bit,8.44,1062,227504,11400,
36999,Zoku Owarimonogatari,158,2019-05-19,Shaft,8.44,1072,225460,107031,
20583,Haikyuu!!,159,2014-04-06,Production I.G,8.44,37,1961129,1220689,
26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,160,2015-01-10,David Production,8.44,134,1109389,788464,
21899,Gintama: Yorinuki Gintama-san on Theater 2D,161,2012-08-26,Sunrise,8.43,3309,44372,16943,
37105,Grand Blue,162,2018-07-14,Zero-G,8.43,243,775778,416756,
38040,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,163,2019-08-30,J.C.Staff,8.43,244,774121,488817,
24687,Mushishi Zoku Shou: Odoro no Michi,164,2014-08-20,Artland,8.43,2056,101049,49538,
42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,165,2021-01-06,White Fox,8.43,193,882833,515701,
38475,Yuru Camp△ Movie,166,2022-07-01,C-Station,8.43,2414,77833,25069,
25781,Shingeki no Kyojin: Kuinaki Sentaku,167,2014-12-09,Wit Studio,8.42,428,516423,309110,
38889,Kono Oto Tomare! Part 2,168,2019-10-06,Platinum Vision,8.42,1345,176642,93948,
467,Koukaku Kidoutai: Stand Alone Complex,169,2002-10-01,Production I.G,8.42,576,396435,164228,
2246,Mononoke,170,2007-07-13,Toei Animation,8.42,732,326344,93201,
36538,Natsume Yuujinchou Movie: Utsusemi ni Musubu,171,2018-09-29,Shuka,8.42,2531,72175,25543,
36885,Saenai Heroine no Sodatekata Fine,172,2019-10-26,CloverWorks,8.42,1303,182784,82177,
34612,Saiki Kusuo no Ψ-nan 2,173,2018-01-17,J.C.Staff,8.42,326,639655,383206,
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,174,2019-01-12,A-1 Pictures,8.41,51,1731162,1092424,
49721,Karakai Jouzu no Takagi-san 3,175,2022-01-08,Shin-Ei Animation,8.41,1283,185406,82799,
33255,Saiki Kusuo no Ψ-nan,176,2016-07-04,J.C.Staff,8.41,136,1098602,615338,
49310,Fruits Basket: Prelude,177,2022-02-18,TMS Entertainment,8.41,1990,106240,37800,
136,Hunter x Hunter,178,1999-10-16,Nippon Animation,8.41,369,589962,287762,
39741,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,179,2019-09-06,Kyoto Animation,8.41,542,420557,246890,
46095,Vivy: Fluorite Eye's Song,180,2021-04-03,Wit Studio,8.4,411,534485,241962,
5028,Major S5,181,2009-01-10,SynergySP,8.4,2565,70874,41397,
37208,Mo Dao Zu Shi,182,2018-07-09,B.CMAY PICTURES,8.4,1049,230223,79051,
55888,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,183,2024-04-08,Studio Bind,8.4,1120,215607,11928,
36275,Natsume Yuujinchou Roku Specials,184,2017-09-27,Shuka,8.4,3206,46979,20737,
30709,Kamisama Hajimemashita: Kako-hen,185,2015-08-20,TMS Entertainment,8.39,1397,167355,82508,
35851,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,186,2018-02-24,P.A. Works,8.39,524,431378,190064,
32366,Gintama°: Aizome Kaori-hen,187,2016-08-04,Bandai Namco Pictures,8.39,2284,85505,45148,
35557,Houseki no Kuni,188,2017-10-07,Orange,8.39,489,459673,196762,
40787,Josee to Tora to Sakana-tachi,189,2020-12-25,Bones,8.39,539,423451,217985,
31646,3-gatsu no Lion,190,2016-10-08,Shaft,8.38,295,677004,280822,
14397,Chihayafuru 2,191,2013-01-12,Madhouse,8.38,1026,235454,129907,
5,Cowboy Bebop: Tengoku no Tobira,192,2001-09-01,Bones,8.38,618,377000,214687,
39551,Tensei shitara Slime Datta Ken 2nd Season,193,2021-01-12,8bit,8.38,162,950017,549574,
54595,Kage no Jitsuryokusha ni Naritakute! 2nd Season,194,2023-10-04,Nexus,8.38,681,342891,176329,
5205,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),195,2009-08-08,ufotable,8.38,1161,206757,112062,
37965,Kaze ga Tsuyoku Fuiteiru,196,2018-10-03,Production I.G,8.38,799,300103,137045,
49926,Kimetsu no Yaiba: Mugen Ressha-hen,197,2021-10-10,ufotable,8.37,262,744569,446484,
37515,Made in Abyss Movie 2: Hourou Suru Tasogare,198,2019-01-18,Kinema Citrus,8.37,1642,137202,55491,
9756,Mahou Shoujo Madoka★Magica,199,2011-01-07,Shaft,8.37,102,1284485,751002,
11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,200,2012-10-13,Shaft,8.37,1175,202771,100735,
38450,Mo Dao Zu Shi: Xian Yun Pian,201,2019-08-03,B.CMAY PICTURES,8.37,2005,105275,49073,
39535,Mushoku Tensei: Isekai Ittara Honki Dasu,202,2021-01-11,Studio Bind,8.37,101,1305931,806956,
39808,Non Non Biyori Nonstop,203,2021-01-11,SILVER LINK.,8.37,1763,124140,47118,
22789,Barakamon,204,2014-07-06,Kinema Citrus,8.37,309,661857,340167,
50183,Blue Giant,205,2023-02-17,Nut,8.37,4490,23925,6298,
5941,Cross Game,206,2009-04-05,SynergySP,8.37,1762,124258,50822,
2251,Baccano!,207,2007-07-27,Brain's Base,8.36,189,904389,381650,
38883,Haikyuu!! To the Top,208,2020-01-11,Production I.G,8.36,172,931645,573184,
9260,Kizumonogatari I: Tekketsu-hen,209,2016-01-08,Shaft,8.36,419,528544,283865,
4921,Ramayana: The Legend of Prince Rama,210,1993-01-15,Nippon Ramayana Film Co.,8.36,6079,11170,5652,
9617,K-On! Movie,211,2011-12-03,Kyoto Animation,8.35,719,329721,194488,
572,Kaze no Tani no Nausicaä,212,1984-03-11,Topcraft,8.35,620,376181,235617,
41025,Fumetsu no Anata e,213,2021-04-12,Brain's Base,8.35,200,866131,366333,
6945,Gintama: Shiroyasha Koutan,214,2008-09-21,Sunrise,8.35,2583,70127,34458,
777,Hellsing Ultimate,215,2006-02-10,Madhouse,8.35,174,928398,482489,
30,Shinseiki Evangelion,216,1995-10-04,Gainax,8.35,45,1810990,1082817,
39547,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,217,2020-07-10,feel.,8.35,272,726323,399697,
40730,Tian Guan Cifu,218,2020-10-31,Haoliners Animation League,8.34,1574,144337,62509,
10162,Usagi Drop,219,2011-07-08,Production I.G,8.34,447,494981,243645,
338,Versailles no Bara,220,1979-10-10,Tokyo Movie Shinsha,8.34,2098,97628,29639,
37095,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",221,2018-07-04,Kyoto Animation,8.34,715,330370,197795,
10937,Kidou Senshi Gundam: The Origin,222,2015-02-28,Sunrise,8.34,2500,73791,30987,
53540,Meitantei Conan Movie 26: Kurogane no Submarine,223,2023-04-14,TMS Entertainment,8.34,6033,11392,4621,
52299,Ore dake Level Up na Ken,224,2024-01-07,A-1 Pictures,8.34,372,587425,265173,
10030,Bakuman. 2nd Season,225,2011-10-01,J.C.Staff,8.34,663,353175,212281,
55644,Dr. Stone: New World Part 2,226,2023-10-12,TMS Entertainment,8.34,927,259690,122525,
185,Initial D First Stage,227,1998-04-19,Gallop,8.34,606,382222,191995,
5081,Bakemonogatari,228,2009-07-03,Shaft,8.33,91,1396495,729795,
46654,IDOLiSH7 Third Beat! Part 2,229,2022-10-02,TROYCA,8.33,5602,13787,4101,
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2,230,2021-07-06,8bit,8.33,257,754240,434622,
44070,Tian Guan Cifu Special,231,2021-02-16,Haoliners Animation League,8.33,3159,48437,25148,
12029,Uchuu Senkan Yamato 2199,232,2012-05-25,Xebec,8.33,1874,115087,38735,
22535,Kiseijuu: Sei no Kakuritsu,233,2014-10-09,Madhouse,8.33,42,1864143,1153403,
20651,Natsume Yuujinchou: Itsuka Yuki no Hi ni,234,2014-02-05,Brain's Base,8.33,2371,80028,35923,
5040,One Outs,235,2008-10-08,Madhouse,8.33,1011,238105,115467,
13601,Psycho-Pass,236,2012-10-12,Production I.G,8.33,62,1628774,783834,
39587,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,237,2020-07-08,White Fox,8.33,135,1101875,640716,
2559,Romeo no Aoi Sora,238,1995-01-15,Nippon Animation,8.33,3097,50027,17377,
7655,Major S6,239,2010-04-03,SynergySP,8.32,2746,62764,36778,
34534,Natsume Yuujinchou Go Specials,240,2017-03-30,Shuka,8.32,3244,45993,21105,
51440,Sasaki to Miyano Movie: Sotsugyou-hen,241,2023-02-17,Studio Deen,8.32,3455,41252,10964,
28701,Fate/stay night: Unlimited Blade Works 2nd Season,242,2015-04-05,ufotable,8.32,209,851894,563090,
39533,Given,243,2019-07-12,Lerche,8.32,382,568807,310809,
2402,Ashita no Joe,244,1970-04-01,Mushi Production,8.31,2182,92019,23758,
42886,Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,245,2022-03-04,Production I.G,8.31,4736,21119,7664,
39167,Girls & Panzer: Saishuushou Part 4,246,2023-10-06,Actas,8.31,5368,15277,2028,
31988,Hibike! Euphonium 2,247,2016-10-06,Kyoto Animation,8.31,1057,228465,119273,
137,Hunter x Hunter: Original Video Animation,248,2002-01-17,Nippon Animation,8.31,1739,126698,66119,
6594,Katanagatari,249,2010-01-26,White Fox,8.31,388,561115,214319,
5420,Kemono no Souja Erin,250,2009-01-10,Production I.G,8.31,2270,86374,21171,
17389,Kingdom 2nd Season,251,2013-06-08,Pierrot,8.31,1741,126453,62027,
4081,Natsume Yuujinchou,252,2008-07-08,Brain's Base,8.31,408,538965,185794,
1210,NHK ni Youkoso!,253,2006-07-10,Gonzo,8.31,264,741365,335130,
5341,Ookami to Koushinryou II,254,2009-07-09,Brain's Base,8.31,453,492299,275475,
50594,Suzume no Tojimari,255,2022-11-11,CoMix Wave Films,8.31,688,339466,170806,
56523,Tunshi Xingkong 3rd Season,256,2022-09-14,Sparkly Key Animation Studio,8.31,11504,1816,951,
45556,Wu Liuqi: Xuanwu Guo Pian,257,2021-01-21,Sharefun Studio,8.3,2743,62914,34881,
41457,86,258,2021-04-11,A-1 Pictures,8.3,249,768103,396620,
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,259,2011-04-15,A-1 Pictures,8.3,66,1602907,980708,
54959,BanG Dream! It's MyGO!!!!!,260,2023-06-29,SANZIGEN,8.3,5059,18027,8092,
31043,Boku dake ga Inai Machi,261,2016-01-08,A-1 Pictures,8.3,28,2086214,1358319,
49918,Boku no Hero Academia 6th Season,262,2022-10-01,Bones,8.3,335,633423,300714,
30230,Diamond no Ace: Second Season,263,2015-04-06,Production I.G,8.3,1638,137427,76344,
3784,Evangelion Movie 2: Ha,264,2009-07-27,Khara,8.3,407,541636,333159,
51805,Ginga Eiyuu Densetsu: Die Neue These - Sakubou,265,2022-09-30,Production I.G,8.3,5530,14158,5413,
1365,Meitantei Conan Movie 06: Baker Street no Bourei,266,2002-04-20,TMS Entertainment,8.3,2413,77843,46801,
12531,Sakamichi no Apollon,267,2012-04-13,Tezuka Productions,8.3,600,385204,172033,
48316,Kage no Jitsuryokusha ni Naritakute!,268,2022-10-05,Nexus,8.29,337,632412,334731,
24415,Kuroko no Basket 3rd Season,269,2015-01-11,Production I.G,8.29,253,760781,470948,
45,Rurouni Kenshin: Meiji Kenkaku Romantan,270,1996-01-10,Gallop,8.29,449,494913,237174,
10863,Steins;Gate: Oukoubakko no Poriomania,271,2012-02-22,White Fox,8.29,513,437989,276407,
57,Beck,272,2004-10-07,Madhouse,8.29,683,340573,140923,
22507,Initial D Final Stage,273,2014-05-16,SynergySP,8.29,1578,143636,74240,
30346,Doukyuusei (Movie),274,2016-02-20,A-1 Pictures,8.28,899,268795,144240,
38691,Dr. Stone,275,2019-07-05,TMS Entertainment,8.28,52,1730838,1048938,
9735,Gintama: Shinyaku Benizakura-hen,276,2010-12-15,Sunrise,8.28,3326,44013,19483,
10408,Hotarubi no Mori e,277,2011-09-17,Brain's Base,8.28,221,820751,458708,
486,Kino no Tabi: The Beautiful World,278,2003-04-08,A.C.G.T.,8.28,753,316093,96727,
11917,Major: World Series,279,2011-12-16,SynergySP,8.28,3681,36619,20625,
51179,Mushoku Tensei II: Isekai Ittara Honki Dasu,280,2023-07-10,Studio Bind,8.28,421,526669,280312,
6675,Redline,281,2009-08-14,Madhouse,8.28,616,377761,203932,
38826,Tenki no Ko,282,2019-07-19,CoMix Wave Films,8.28,156,994023,599871,
759,Tokyo Godfathers,283,2003-11-08,Madhouse,8.28,826,293149,146788,
55866,Yubisaki to Renren,284,2024-01-06,Ajia-do,8.28,1236,192451,69090,
